Country Name,Country Code,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
Lower middle income,LMC,70.0697530039052,71.2721216674569,72.4994427783638,74.6271892191428,75.1800749571274,72.5615992130685,78.5739933727774,78.8563594371139,80.0957571208815,83.5160467167242,83.4152483532965,,
Low & middle income,LMY,77.3062479595894,77.9725086234187,78.62705267563,79.7673580868123,80.1819942315682,78.9597975472138,82.0626212319028,82.2264399494972,82.8774238062253,84.4994464785374,84.9010756274607,,
Lesotho,LSO,9.7,13.6990165710449,15.4244756698608,17,18.9354724884033,20.7150020599365,22.5065479278564,24.3071041107178,27.8,27.9232387542725,29.7333087921143,,
Late-demographic dividend,LTE,97.0743837272948,96.9631040624148,97.3959210602143,97.8546813337556,98.3858042047827,98.5543269172721,98.8181012614532,98.9755090505804,98.9201425454053,99.1170343412034,99.2230549889507,,
Lithuania,LTU,100,100,100,100,100,100,100,100,100,100,100,,
Luxembourg,LUX,100,100,100,100,100,100,100,100,100,100,100,,
Latvia,LVA,100,100,100,100,100,100,100,100,100,100,100,,
"Macao SAR, China",MAC,100,100,100,100,100,100,100,100,100,100,100,,
St. Martin (French part),MAF,60.2189750671387,61.3233184814453,62.4501876831055,63.5980796813965,64.35,65.944938659668,67.1378860473633,68.3398513793945,69.5478286743164,70.7588043212891,71.9702835083008,,
Morocco,MAR,96.5,84.3846054077148,86.506950378418,88.6503219604492,90.8117141723633,92.9881286621094,95.1765670776367,97.3740081787109,91.6,99.5860137939453,100,,
Monaco,MCO,100,100,100,100,100,100,100,100,100,100,100,,
Moldova,MDA,99.4096374511719,99.6332931518555,99.8194274902344,99.9363021850586,99.9860610961914,99.9986038208008,100,100,100,100,100,,
Madagascar,MDG,15.4495029449463,15.7811517715454,16.1353225708008,17.4,16.9037399291992,14.3,17.7322368621826,12.9,18.5967807769775,19.0350608825684,22.9,,
Maldives,MDV,92.3244400024414,93.4910049438476,94.6800842285156,99.9,97.1183242797852,98.2543029785156,99.1618041992188,99.7115173339844,100,99.994010925293,100,,
Middle East & North Africa,MEA,96.0244706369386,94.8961844572793,95.4883928022762,95.7188361526539,95.9821502239785,96.5129615318201,96.9192808758069,97.8835081740153,96.8853656737509,97.8785921397276,98.0317126784446,,
Mexico,MEX,99.11416,98.2528305053711,98.914037,98.7166137695313,99.236696,99.2483596801758,99.111637,99.7487335205078,99.172928,99,100,,
Marshall Islands,MHL,77.2698287963867,72.3,80.3244247436523,81.8840103149414,83.4616165161133,89.919606785433,86.6588897705078,88.2725448608399,89.8922119140625,91.5148773193359,93.1380462646484,,
Middle income,MIC,83.3248252210614,83.9616579846042,84.7279800249234,85.9651126009784,86.4231693155895,85.0448660412351,88.258583289352,88.4447417708169,89.0778757644651,90.881637833171,90.8531926510084,,
"Macedonia, FYR",MKD,99,98.8712997436523,99.2,99.2,99.6515350341797,99.7261638038337,99.9574584960938,99.9938430786133,99.9998092651367,100,100,,
Mali,MLI,16.6,20.7251415252686,22.2628307342529,24.0308958348372,25.398286819458,26.9900455474853,25.6,30.2066078186035,31.8254013061523,37.6,35.0694999694824,,
Malta,MLT,100,100,100,100,100,100,100,100,100,100,100,,
Myanmar,MMR,48.5791625976563,49.3513984680176,50.1461563110351,50.9619445800781,48.8,52.6445808410644,53.5054244995117,54.3752822875977,52,60.5,57.0093841552734,,
Middle East & North Africa (excluding high income),MNA,95.4942112561988,94.1528286804992,94.8125045831985,95.0600260415622,95.3500518191344,95.9544265808889,96.4186151592142,97.5355033947626,96.3682234578451,97.5233842703631,97.6998070669466,,
Montenegro,MNE,99.4833221435547,99.5162658691406,99.5688781738281,99.6411209106445,99.7299346923828,99.8258209228516,99.9105987548828,99.7,99.9922637939453,99.9991607666016,100,,
Mongolia,MNG,76.3044891357422,76.78076171875,77.2795486450195,77.7993698120117,78.502080443828,72.0570749108204,79.454948425293,81.2,80.6087341308594,81.1916275024414,81.775032043457,,
Northern Mariana Islands,MNP,100,100,100,100,100,100,100,100,100,100,100,,
Mozambique,MOZ,12.8901414871216,13.950177192688,13.5712238463743,15,17.2579231262207,20.2,19.54319190979,20.7008457183838,21.8645076751709,24,24.1983394622803,,
Mauritania,MRT,26.9108982086182,33.0405405405405,30,31.186975479126,32.6518821716309,34.1318130493164,35.6237564086914,37.1247100830078,38.8,39.5,41.6521072387695,,
Mauritius,MUS,98.7400207519531,98.6734085083008,98.6293258666992,98.6062622070313,98.6012268066406,99.4,98.6332092285156,98.6642227172852,98.7012405395508,98.7412567138672,98.7817840576172,,
Malawi,MWI,3.65322733295476,7.09936189651489,7.43995952606201,7.80158472061157,8.7,7.6,7.4,9,11.9,10.8,11,,
Malaysia,MYS,98.2416687011719,98.4757995605469,98.729248046875,99.3,99.2892303466797,99.5673446655273,99.8,99.9291381835938,99.9851226806641,99.9985885620117,100,,
North America,NAC,100,100,100,100,100,100,100,100,100,100,100,,
Namibia,NAM,41.3559417724609,43.7,43.3221893310547,44.3376007080078,45.371036529541,46.419490814209,47.4799613952637,47.4,49.6249351501465,50.7034301757813,51.7824249267578,,
New Caledonia,NCL,100,100,100,100,100,100,100,100,100,100,100,,
Niger,NER,9.3,11.13121509552,11.6401996612549,12.1702108383179,12.7182464599609,14.3,14.4,14.4404544830322,15.0305442810059,16.6,16.2172336578369,,
Nigeria,NGA,48.2747764587402,50.1309194284432,50.3,51.1919898986816,48,55.9,54.269905090332,55.6,56.3719139099121,52.5,59.3,,
Nicaragua,NIC,75.82373046875,76.3502502441406,76.8992919921875,77.916313,78.0574569702148,78.6605682373047,79.2756958007813,79.8998413085938,81.853073,81.1631393432617,81.7967987060547,,
Netherlands,NLD,100,100,100,100,100,100,100,100,100,100,100,,
Norway,NOR,100,100,100,100,100,100,100,100,100,100,100,,
Nepal,NPL,51.2,55.0180130004883,58.9898948669434,62.9828071594238,66.9937438964844,76.3,75.0576629638672,79.1046447753906,84.9,87.213623046875,90.7,,
Nauru,NRU,99.4095611572266,99.8,99.2540893554688,99.2056579589844,99.1756439208984,99,99.1622009277344,99.1624450683594,99.1720581054688,99,99.2028045654297,,
New Zealand,NZL,100,100,100,100,100,100,100,100,100,100,100,,
OECD members,OED,99.7819121079223,99.7214216263694,99.8150986652762,99.8349339570833,99.9197585438786,99.9176164735271,99.9119860879277,99.9701585364193,99.9194286711068,99.8980488141995,100,,
Oman,OMN,,100,100,100,100,100,100,100,100,100,100,,
Other small states,OSS,60.2194175526285,61.7066640981986,62.810168314162,63.8590327787385,64.480864332755,66.8611580967981,67.9839225918759,68.5692501653274,70.407532737883,71.0508740243404,71.7290096348479,,
Pakistan,PAK,83.8504943847656,89.2,86.7908325195313,90.73,89.8137741088867,91.37,92.8967895507813,93.6,96.0158538818359,93.5,99.1474380493164,,
Panama,PAN,85.1516647338867,85.9074935913086,86.6858444213867,87.485221862793,86.85,89.1350402832031,89.9794769287109,89.1,91.6923828125,92.5548400878906,93.4178009033203,,
Peru,PER,80.157275,81.988131,84.678343,86.42432,88.123061,89.707491,91.099508,92.135365,92.919989,93.852179,94.8517456054688,,
Philippines,PHL,79.6630020141602,80.7240829467773,83.3,82.9123001098633,84.0349502563477,85.1726226806641,86.3223037719727,87.5,88.6456985473633,89.08,90.9816131591797,,
Palau,PLW,98.3739242553711,98.3946762084961,98.4379577636719,98.5022659301758,98.5845947265625,98.6819458007813,97.6304263093788,98.9096832275391,99.8103,99.1614608764648,99.2893524169922,,
Papua New Guinea,PNG,12.4,16.4995079040527,17.1581172943115,17.8377552032471,19.5,19.2480945587158,19.9727916717529,20.7064990997314,21.4462146759033,22.1889343261719,22.9321537017822,,
Poland,POL,100,100,100,100,100,100,100,100,100,100,100,,
Pre-demographic dividend,PRE,29.7592903123933,31.6562908072738,31.7699870770781,31.9510902883652,31.9927893872773,34.8213616882339,36.0634126272787,36.7048024156209,39.1564363032579,38.65741821424,43.016982812245,,
Puerto Rico,PRI,100,100,100,100,100,100,100,100,100,100,100,,
"Korea, Dem. Peopleâ€™s Rep.",PRK,21.6286315917969,23.3194065093994,25.0327014923096,26,28.5193710327148,30.2867374420166,32.0661201477051,33.8545112609863,35.6489143371582,37.4463195800781,39.2442245483398,,
Portugal,PRT,100,100,100,100,100,100,100,100,100,100,100,,
Paraguay,PRY,96.749045,96.452771,96.677896,96.891335,97.43086,98.23656,97.835616,99.015884,99.000716,99.331532,98.4,,
West Bank and Gaza,PSE,99.7,99.3428802490234,99.4487915039062,99.5757217407227,99.9,99.7,100,100,99.9,100,100,,
Pacific island small states,PSS,61.3656566148556,63.2897986899972,65.7775654861735,65.2020447123328,68.566480636502,70.510340712077,72.0040829460322,72.8068885278148,75.0178808778944,79.5159764612161,79.548082762729,,
Post-demographic dividend,PST,99.9697610487461,99.9823674563845,99.9846711276093,99.9914963879464,99.9962702094645,99.9978303995624,99.9939508580669,99.9996148492948,99.9996650487967,99.9997111087969,99.9997578111353,,
French Polynesia,PYF,100,100,100,100,100,100,100,100,100,100,100,,
Qatar,QAT,100,100,100,100,100,100,100,100,100,100,100,,
Romania,ROU,100,100,100,100,100,100,100,100,100,100,100,,
Russian Federation,RUS,100,100,100,100,100,100,100,100,100,100,100,,
Rwanda,RWA,10.285608291626,11.2008304595947,6,13.0973424911499,9.7,10.8,16.0697765350342,15.2,19.8,22.8,29.37,,
South Asia,SAS,67.0806662188635,69.0108310278428,70.6415633679575,74.0250569520991,75.1175192359573,69.3265294475412,79.35293497974,79.3183237921179,81.4486895824243,86.5139871367745,85.5691498225237,,
Saudi Arabia,SAU,100,100,100,100,100,100,100,100,100,100,100,,
Sudan,SDN,33.699031829834,34.1111869812012,34.5458641052246,29,35.4752998352051,35.9640464782715,36.4648094177246,36.9745864868164,44.9,38.0091552734375,38.5284423828125,,
Senegal,SEN,49.9,49.7807388305664,51.2196617126465,53.5,54.1575889587402,56.5,57.1555976867676,57,61,60.5,64.5,,
Singapore,SGP,100,100,100,100,100,100,100,100,100,100,100,,
Solomon Islands,SLB,14.4,12.9,26.8297100067139,21.2,32.0358581542969,34.6629638671875,37.3020820617676,44.7,42.6043548583984,55.1,47.9191436767578,,
Sierra Leone,SLE,12.9103374481201,13.2389297485352,12.1,13.9621810913086,11.4621730735475,14.2,15.1747264862061,13.5,16.0331554412842,16.468376159668,20.3,,
El Salvador,SLV,89.201467,91.109558,91.000227,91.08402,91.580238,92.574686,93.680571,95.043105,95.125416,95.4,98.618896484375,,
San Marino,SMR,100,100,100,100,100,100,100,100,100,100,100,,
Somalia,SOM,15.2337858220211,15.7654285430908,17.2787322998047,18.8130626678467,20.3654174804688,21.9327907562256,23.5121803283691,25.1005821228027,26.6949920654297,28.2924041748047,29.8903179168701,,
Serbia,SRB,99.6238250732422,99.6210174560547,99.6210174560547,99.642448425293,99.7183979974969,99.7445831298828,99.8149719238281,99.8872680664063,99.6607979324826,99.9827423095703,100,,
Sub-Saharan Africa (excluding high income),SSA,30.3390674742654,32.0308828234399,31.9524615094569,32.4695796888018,32.6130479776718,34.859795589737,35.7334220759809,36.4888390891875,37.7221526367242,38.4199437754081,42.7898545384094,,
South Sudan,SSD,0.155208259820938,0.50294953584671,1.02175235748291,3,1.5,3.91866946220398,4.91234540939331,5.91503286361694,6.92372846603394,7.93542766571045,8.94762802124023,,
Sub-Saharan Africa,SSF,30.3464479707443,32.0376401888387,31.9592347837491,32.4761852800625,32.6196339278306,34.865911758932,35.7394216338253,36.4946749358179,37.7279267837852,38.4256607372983,42.7951221700988,,
Small states,SST,66.5220560756282,67.8932972054972,68.9807489741528,69.6385131710473,70.3746931891187,72.1040362233117,73.1506057454025,73.7744783412803,75.395851460785,76.0974934551665,76.6386494365073,,
Sao Tome and Principe,STP,56.5005874633789,57.3237915039063,58.1695175170898,56.9,59.9210472106934,60.8208427429199,57.9,62.6534805297852,68.6,64.5101470947266,65.4404830932617,,
Suriname,SUR,91.0198398886182,92.5478744506836,91.894905090332,91.2629623413086,91.1975158633725,90.0501480102539,89.463264465332,88.8853912353516,88.3135299682617,87.7446746826172,87.1763153076172,,
Slovak Republic,SVK,100,100,100,100,100,100,100,100,100,100,100,,
Slovenia,SVN,100,100,100,100,100,100,100,100,100,100,100,,
Sweden,SWE,100,100,100,100,100,100,100,100,100,100,100,,
Eswatini,SWZ,35.2,40.8855476379395,43.5966033935547,46.328685760498,45.5523376086057,51.8439178466797,54.6210632324219,57.4072151184082,65,62.9945449829102,65.7902069091797,,
Sint Maarten (Dutch part),SXM,100,100,100,100,100,100,100,100,100,100,100,,
Seychelles,SYC,99,96.2931365966797,96.6789627075195,97.085823059082,97,97.9505996704102,98.4092712402344,98,99.2988891601563,99.6783218383789,100,,
Syrian Arab Republic,SYR,99.5057574004943,93.5835037231445,94.339340209961,95.1162033081055,92.7,96.7209930419922,97.5429153442383,98.3596801757813,99.0906524658203,99.6365203857422,100,,
Turks and Caicos Islands,TCA,93.3814468383789,93.5425567626953,93.7261962890625,93.9308547973633,94.1535415649414,94.3912506103516,93.1,94.8997039794922,95.1644515991211,95.4321975708008,95.700439453125,,
Chad,TCD,4.75692844390869,5.09354114532471,5.45267391204834,5.83283472061157,6.4,6.64422225952148,7.06944179534912,7.50367307662964,7.94391202926636,7.7,8.83089828491211,,
East Asia & Pacific (IDA & IBRD countries),TEA,93.9415883517683,94.075556665044,94.7277565972331,95.3000357428974,95.8393515736956,96.1796510767657,96.6160081030295,96.8405769368166,96.9793814559817,97.2741931143286,97.2980303313577,,
Europe & Central Asia (IDA & IBRD countries),TEC,99.4792448224596,99.5930088707049,99.6930986490451,99.8148940512552,99.5416905714337,99.9461105164554,99.9550917040234,99.9893410240799,99.9910606049772,99.9983963132304,99.9999479518277,,
Togo,TGO,27.9,30.0862636566162,31.9014797210693,33.7377243041992,30.7917436845348,39.7,39.3425827026367,41.2328987121582,45.7,45.0285453796387,46.9283752441406,,
Thailand,THA,99.146201481454,94.4228439331055,95.5014114379883,98.96,99.7,98.7164154052734,99.1086235489221,99.8556976318359,99.9816665649414,99.6,100,,
Tajikistan,TJK,98.9064483642578,99.0166091918945,99.1460800170898,99,99.4612808227539,99.6363906860352,99.1,99.9174499511719,99.9784088134766,99.9973526000976,100,,
Turkmenistan,TKM,99.8413328044427,99.6360931396484,99.6832656860352,99.7497711181641,100,99.9058685302734,99.9621200561523,99.9903411865234,99.9988479614258,100,100,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,94.1410997648366,94.4680202637528,95.1861026306374,95.4410904375005,95.8010515546894,96.1611532028361,96.5222794894988,96.9223770971243,96.9364667325083,97.1832154658975,97.7429792788864,,
Timor-Leste,TLS,35.6754035949707,36.6,41.1001014709473,43.8447380065918,38,49.3850784301758,52.1747741699219,54.9734840393066,57.7781982421875,67.2815339423354,63.3941383361816,,
Middle East & North Africa (IDA & IBRD countries),TMN,95.4477986368639,94.0951104265566,94.7603836660577,95.0087099840694,95.2977858130731,95.9108951341693,96.3765010793103,97.5061836575846,96.3257106594436,97.4932158696792,97.6714473650241,,
Tonga,TON,92.3,90.0695724487305,90.7802352905273,91.5119323730469,92.2616500854492,92.175456108246,92.8,94.5889053344727,95.3806762695313,96.1754531860352,97.02,,
South Asia (IDA & IBRD),TSA,67.0806662188635,69.0108310278428,70.6415633679575,74.0250569520991,75.1175192359573,69.3265294475412,79.35293497974,79.3183237921179,81.4486895824243,86.5139871367745,85.5691498225237,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,30.3464479707443,32.0376401888387,31.9592347837491,32.4761852800625,32.6196339278306,34.865911758932,35.7394216338253,36.4946749358179,37.7279267837852,38.4256607372983,42.7951221700988,,
Trinidad and Tobago,TTO,96.1903305053711,96.9977340698242,97.8276672363281,99,99.2983627319336,99.7361450195313,99.9369354248047,99.9929351806641,100,100,100,,
Tunisia,TUN,99.4,99.4,99.4,99.5,99.5,99.5,99.5,99.7,99.8,100,100,,
Turkey,TUR,97.730339050293,98.2698516845703,98.8069000244141,99.3107452392578,100,99.9107818603515,99.9856567382813,99.9992523193359,100,100,100,,
Tuvalu,TUV,95.8548278808594,96.7,96.4500427246094,96.7799377441406,97.1278610229492,97.4907989501953,97.671777399205,98.2497253417969,98.6397018432617,99.0326766967773,99.426155090332,,
Tanzania,TZA,13.2957448959351,13.935788154602,11.5,11.2,14.8,14.2,15.3,16.4,18.9101791381836,18.5,32.8,,
Uganda,UGA,9,12.7211399078369,13.3838567733765,10,14.7693710327148,14.6,16.2149639129639,13.9,20.4,18.5,26.7,,
Ukraine,UKR,99.63037109375,99.8,99.7827072143555,99.8724822998047,99.9450759887695,99.9850463867188,99.8674911660777,100,100,100,100,,
Upper middle income,UMC,97.4200325024677,97.5707646875865,97.9513646287221,98.3228112342036,98.7755019289996,98.8660050969653,99.0594382924795,99.2142108718837,99.2358909449992,99.268933862812,99.3797144738405,,
Uruguay,URY,98.505426,98.692636,98.784355,98.830696105957,98.989486694336,99.17,99.3490753173828,99.611808,99.657085,99.70948,100,,
United States,USA,100,100,100,100,100,100,100,100,100,100,100,,
Uzbekistan,UZB,99.490096097274,99.8431091308594,99.9029541015625,99.9554977416992,99.9866943359375,99.9979095458984,99.9999084472656,100,100,100,100,,
St. Vincent and the Grenadines,VCT,87.800765991211,88.79,90.4702224731445,91.8372421264648,93.222282409668,94.6223449707031,96.034423828125,97.4555130004883,98.598648071289,99.4550628662109,100,,
"Venezuela, RB",VEN,98.5363464355469,98.5723114013672,98.6307983398438,98.7103042602539,98.8078460693359,98.84,99.0449676513672,99.1785507202148,99.3181457519531,99.4607391357422,99.6038360595703,,
British Virgin Islands,VGB,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,100,100,100,100,100,100,100,100,100,100,100,,
Vietnam,VNM,96,94.0468673706055,95.2082595825195,96.1,97.5911331176758,99,100,100,99.2,100,100,,
Vanuatu,VUT,26.44,33.6246200607903,33.8739738464355,33.2911151921981,36.898365020752,38.4345893859863,39.9828300476074,31.7,43.1033477783203,44.6696128845215,57.82,,
World,WLD,81.2033336846605,81.7458636133618,82.2765804621771,83.2096467287365,83.5373237665476,82.5027747156654,85.0690998889318,85.1886892166902,85.7179827560055,87.0559229562314,87.3784431778704,,
Samoa,WSM,96.3717297274598,93.7685317993164,94.6943283081055,97.9,96.6060104370117,96.6685746994849,98.5047073364258,99.2556457519531,97.9,99.9382781982422,100,,
Kosovo,XKX,96.7159194946289,97.2440338134766,97.7946701049805,98.3770599365234,0,99.4304351806641,99.7736511230469,99.9425048828125,99.9931335449219,100,100,,
"Yemen, Rep.",YEM,55.8003346346905,59.0427093505859,60.3865394592285,61.7513999938965,63.1342811584473,64.5321807861328,65.9421005249023,75.6,66.1,70.2139053344727,71.6423492431641,,
South Africa,ZAF,80.7,82,81.9,82.7,82.9,84.7,85.3,85.4,86,85.5,84.2,,
Zambia,ZMB,21.7373332977295,18.5,22.7146854400635,23.2356491088867,22,24.3286437988281,24.8946666717529,25.4697017669678,27.9,31.1,27.2193374633789,,
Zimbabwe,ZWE,37.2,35.1844787597656,35.4573097229004,43.3690818728747,36.0630569458008,36.9,36.7288780212402,37.0768127441406,32.3,33.7,38.1451377868652,,